X,Y,WHO,COLOR,HEADING,XCOR,YCOR,SHAPE,LABEL,LABELCOLOR,BREED,HIDDEN,SIZE,PENSIZE,PENMODE,NAME,WILNAME,POP,POPTYPE,FORMERBREE
23.59,38.46,989,9.9,183,64.694811794196553,2.32233399662580275,circle,,9.9,newsites,false,2.5819888974716112,1,up,Chalcis,0,10000,0,orbcities
31.398,36.775,990,9.9,297,148.058644450975436,-15.66793982851156741,circle,,9.9,newsites,false,1.9748417658131499,1,up,Side,Side,5850,0,orbcities
27.437,43.315,991,9.9,196,105.768155061438918,54.15781139783753417,circle,,9.9,newsites,false,2.3094010767585029,1,up,Marcianopolis,0,8000,0,orbcities
12.485,41.891,992,9.9,253,-53.870167925773920,38.95416158953155161,circle,,9.9,newsites,false,25.8198889747161111,1,up,Roma,Rome,1000000,0,orbcities
-5.571,42.605,993,9.9,143,-246.649030944575031,46.57733993442653286,circle,,9.9,newsites,false,2.3094010767585029,1,up,Legio VII,0,8000,0,orbcities
23.543,38.045,994,9.9,319,64.193005936759477,-2.10850495733976606,circle,,9.9,newsites,false,2.5819888974716112,1,up,Eleusis,0,10000,0,orbcities
9.526,42.124,995,9.9,185,-85.462583503567032,41.44183743597491798,circle,,9.9,newsites,false,2.0000000000000000,1,up,Aleria,Aleria,6000,0,orbcities
-8.424,41.551,996,9.9,112,-277.109714163042042,35.32407666339111785,circle,,9.9,newsites,false,2.3094010767585029,1,up,Bracara Augusta,0,8000,0,orbcities
13.605,41.255,997,9.9,133,-41.912241110252346,32.16376743357471213,circle,,9.9,newsites,false,3.1622776601683795,1,up,Formiae,0,15000,0,orbcities
14.4,35.88,998,9.9,316,-33.424248415306245,-25.22360456055777078,circle,,9.9,newsites,false,2.3094010767585029,1,up,Melita,0,8000,0,orbcities
35.521,33.898,999,9.9,296,192.078762540614179,-46.38486433588252567,circle,,9.9,newsites,false,5.7735026918962582,1,up,Berytus,Berytus,50000,0,orbcities
28.985,41.018,1000,9.9,177,122.295718195749060,29.63338470564736227,circle,,9.9,newsites,false,2.8284271247461903,1,up,Constantinopolis,Byzantium,12000,0,orbcities
8.416,45.33,1001,9.9,112,-97.313743115378571,75.67140294540534740,circle,,9.9,newsites,false,3.1622776601683795,1,up,Vercellae,0,15000,0,orbcities
17.99,40.06,1002,9.9,82,4.905177716588737,19.40508659022804494,circle,,9.9,newsites,false,3.1622776601683795,1,up,Kallipolis-Anxa,0,15000,0,orbcities
34.892,31.965,1003,9.9,93,185.363105427254339,-67.02296481302825271,circle,,9.9,newsites,false,2.5819888974716112,1,up,Lydda,0,10000,0,orbcities
18.36,39.8,1004,9.9,340,8.855564253859264,16.62913929376762923,circle,,9.9,newsites,false,3.1622776601683795,1,up,Sallentinum Pr.,0,15000,0,orbcities
36.203,34.014,1005,9.9,5,199.360285833637164,-45.14636477284636840,circle,,9.9,newsites,false,2.5819888974716112,1,up,Heliopolis (Baalbek),0,10000,0,orbcities
21.45,37.61,1006,9.9,296,41.846630200253564,-6.75287831872539623,circle,,9.9,newsites,false,2.5819888974716112,1,up,Alpheos (river),0,10000,0,orbcities
1.23,41.115,1007,9.9,74,-174.036655701394579,30.66902658163451179,circle,,9.9,newsites,false,2.3094010767585029,1,up,Tarraco,0,8000,0,orbcities
11.16,35.23,1008,9.9,327,-68.016822417350753,-32.16347280170873546,circle,,9.9,newsites,false,2.5819888974716112,1,up,Caput Vada,Acholla,10000,0,orbcities
16.5,43.531,1009,9.9,82,-11.003135636203321,56.46398299797384368,circle,,9.9,newsites,false,4.0824829046386304,1,up,Salona,Salona,25000,0,orbcities
10.994,45.439,1010,9.9,280,-69.789157998936986,76.83516546584451135,circle,,9.9,newsites,false,3.1622776601683795,1,up,Verona,0,15000,0,orbcities
15.557,38.192,1011,9.9,331,-21.071282946057632,-0.53902706280257773,circle,,9.9,newsites,false,2.3094010767585029,1,up,Messana,0,8000,0,orbcities
33.49,26.807,1012,9.9,216,170.394343467110360,-122.09348848665345599,circle,,9.9,newsites,false,3.0550504633038935,1,up,Klaudianon,0,14000,0,orbcities
25.844,40.161,1013,9.9,125,88.760139510433703,20.48343534769917795,circle,,9.9,newsites,false,2.5819888974716112,1,up,Imbros,0,10000,0,orbcities
-6.035,37.438,1014,9.9,236,-251.603029196719717,-8.58927422253760398,circle,,9.9,newsites,false,2.3094010767585029,1,up,Italica,0,8000,0,orbcities
12.484,32.805,1015,9.9,193,-53.880844646144915,-58.05451970138708617,circle,,9.9,newsites,false,2.5819888974716112,1,up,Sabratha,Sabratha,10000,0,orbcities
14.45,36.85,1016,9.9,263,-32.890412396756183,-14.86718580068643369,circle,,9.9,newsites,false,2.3094010767585029,1,up,Camarina,0,8000,0,orbcities
-4.78,37.884,1017,9.9,300,-238.203745131112981,-3.82745693707100498,circle,,9.9,newsites,false,2.3094010767585029,1,up,Corduba,0,8000,0,orbcities
14.292,32.637,1018,9.9,162,-34.577334215374400,-59.84820872371530953,circle,,9.9,newsites,false,7.7459666924148340,1,up,Lepcis Magna,Lepcis Magna,90000,0,orbcities
-5.798,35.792,1019,9.9,304,-249.072646468792385,-26.16315595320590504,circle,,9.9,newsites,false,2.5819888974716112,1,up,Tingi,Tingi,10000,0,orbcities
15.295,37.072,1020,9.9,76,-23.868583683259999,-12.49695387832410987,circle,,9.9,newsites,false,7.7459666924148340,1,up,Syracusae,Syracuse,90000,0,orbcities
25.544,29.205,1021,9.9,267,85.557123399133275,-96.49071303699211910,circle,,9.9,newsites,false,3.0550504633038935,1,up,Ammon,0,14000,0,orbcities
-5.415,42.533,1022,9.9,206,-244.983462566698847,45.80861606771448180,circle,,9.9,newsites,false,2.3094010767585029,1,up,Lancia,0,8000,0,orbcities
4.357,43.843,1023,9.9,299,-140.650551101273237,59.79511975372632548,circle,,9.9,newsites,false,2.8284271247461903,1,up,Nemausus,Nemausus,12000,0,orbcities
26.94,37.69,1024,9.9,149,100.461825037051227,-5.89874068904530269,circle,,9.9,newsites,false,2.5819888974716112,1,up,Samos,0,10000,0,orbcities
6.681,49.761,1025,9.9,314,-115.837852959065984,122.97995090931256357,circle,,9.9,newsites,false,2.5819888974716112,1,up,Augusta Treverorum,Col. Augusta Treverorum,10000,0,orbcities
14.213,42.464,1026,9.9,104,-35.420795124683515,45.07192236211535885,circle,,9.9,newsites,false,3.1622776601683795,1,up,Aternum,0,15000,0,orbcities
31.18,38.301,1027,9.9,181,145.731119410097108,0.62473545763659288,circle,,9.9,newsites,false,2.0493901531919199,1,up,Caesarea (Phrygia),Col. Caesarea/Antiochia,6300,0,orbcities
31.252,29.407,1028,9.9,135,146.499843276809202,-94.33401552204981044,circle,,9.9,newsites,false,3.0550504633038935,1,up,Aphroditopolis,0,14000,0,orbcities
-5.997,37.382,1029,9.9,133,-251.197313822621652,-9.18717056331372994,circle,,9.9,newsites,false,2.3094010767585029,1,up,Hispalis,0,8000,0,orbcities
31.295,30.124,1030,9.9,106,146.958942252762313,-86.67880701604183002,circle,,9.9,newsites,false,3.0550504633038935,1,up,Heliopolis,0,14000,0,orbcities
32.414,34.758,1031,9.9,292,158.906192347912850,-37.20288481682133153,circle,,9.9,newsites,false,3.1622776601683795,1,up,Paphos,Paphos,15000,0,orbcities
10.644,35.837,1032,9.9,129,-73.526010128787476,-25.68270353651082516,circle,,9.9,newsites,false,4.5460605656619517,1,up,Hadrumetum,Hadrumetum,31000,0,orbcities
14.026,48.163,1033,9.9,51,-37.417341834060771,105.91855175645227405,circle,,9.9,newsites,false,3.1622776601683795,1,up,Ovilava,Ovilava,15000,0,orbcities
29.723,40.436,1034,9.9,34,130.175137829548078,23.41953344972454332,circle,,9.9,newsites,false,3.9874804074753771,1,up,Nicaea,Nicaea,23850,0,orbcities
35.504,32.507,1035,9.9,139,191.897258294307136,-61.23618237194551739,circle,,9.9,newsites,false,2.5819888974716112,1,up,Scythopolis,0,10000,0,orbcities
0.625,41.613,1036,9.9,187,-180.496071525850425,35.98603332639318353,circle,,9.9,newsites,false,2.3094010767585029,1,up,Ilerda,0,8000,0,orbcities
27.26,44.116,1037,9.9,97,103.878375555771683,62.70986441500966890,circle,,9.9,newsites,false,2.3094010767585029,1,up,Durostorum,0,8000,0,orbcities
2.196,36.606,1038,9.9,264,-163.722943823007256,-17.47230557121077155,circle,,9.9,newsites,false,6.4807406984078604,1,up,Iol Caesarea,Iol Caesarea,63000,0,orbcities
-0.992,37.605,1039,9.9,359,-197.760328365759705,-6.80626192058043067,circle,,9.9,newsites,false,2.3094010767585029,1,up,Carthago Nova,0,8000,0,orbcities
23.837,40.814,1040,9.9,244,67.331961725833892,27.45533374996307430,circle,,9.9,newsites,false,2.3094010767585029,1,up,Amphipolis,0,8000,0,orbcities
-1.604,41.381,1041,9.9,119,-204.294481232812529,33.50903420032086188,circle,,9.9,newsites,false,2.3094010767585029,1,up,Bilbilis,0,8000,0,orbcities
27.348,37.939,1042,9.9,9,104.817926948419782,-3.24023731666593129,circle,,9.9,newsites,false,4.7328638264796927,1,up,Ephesus,Ephesus,33600,0,orbcities
34.999,29.531,1043,9.9,305,186.505514506951471,-93.01010219604565066,circle,,9.9,newsites,false,2.5819888974716112,1,up,Aelana,Aqaba,10000,0,orbcities
30.839,29.317,1044,9.9,11,142.090357763585644,-95.29492035543994177,circle,,9.9,newsites,false,3.0550504633038935,1,up,Krokodilopolis,0,14000,0,orbcities
35.198,33.277,1045,9.9,235,188.630181860780738,-53.01510768627441195,circle,,9.9,newsites,false,2.5819888974716112,1,up,Tyrus,0,10000,0,orbcities
2.34,48.85,1046,9.9,192,-162.185496089583040,113.25345865133027701,circle,,9.9,newsites,false,2.3094010767585029,1,up,Lutetia,Lutetia Paris,8000,0,orbcities
4.889,44.929,1047,9.9,136,-134.970535863900494,71.39003807663382872,circle,,9.9,newsites,false,1.8257418583505538,1,up,Valentia,Valentia,5000,0,orbcities
30.941,29.086,1048,9.9,1,143.179383241427786,-97.76124276114127554,circle,,9.9,newsites,false,4.3204937989385739,1,up,Herakleopolis,Herakleopolis Magna,28000,0,orbcities
32.873,39.947,1049,9.9,290,163.806806998202461,18.19861718830489394,circle,,9.9,newsites,false,2.5819888974716112,1,up,Ancyra,0,10000,0,orbcities
6.445,51.668,1050,9.9,98,-118.357558966622321,143.34045665681219361,circle,,9.9,newsites,false,2.5819888974716112,1,up,Ulpia Traiana Tricensimae,Col. Ulpia Traiana,10000,0,orbcities
6.002,47.224,1051,9.9,8,-123.087346090975956,95.89311132808195737,circle,,9.9,newsites,false,2.3094010767585029,1,up,Vesontio,Besontio (Besançon),8000,0,orbcities
0.354,46.571,1052,9.9,337,-183.389462746391814,88.92121292581806813,circle,,9.9,newsites,false,2.3094010767585029,1,up,Limonum,0,8000,0,orbcities
13.174,32.897,1053,9.9,299,-46.513907590153956,-57.07226142725497198,circle,,9.9,newsites,false,2.5819888974716112,1,up,Oea,Oea,10000,0,orbcities
12.825,37.583,1054,9.9,253,-50.240082999633444,-7.04114976874244469,circle,,9.9,newsites,false,2.3094010767585029,1,up,Selinus,0,8000,0,orbcities
13.512,41.545,1055,9.9,291,-42.905176104755476,35.26001634116510530,circle,,9.9,newsites,false,3.1622776601683795,1,up,Fregellanum,0,15000,0,orbcities
3.0,43.197,1056,9.9,128,-155.138860644722115,52.89795839405942246,circle,,9.9,newsites,false,3.6514837167011076,1,up,Narbo,Narbo Martius,20000,0,orbcities
32.905,24.095,1057,9.9,191,164.148462050074528,-151.04875413280922203,circle,,9.9,newsites,false,4.3011626335213133,1,up,Syene,Syene,27750,0,orbcities
38.146,40.151,1058,9.9,112,220.105153514492827,20.37666814398918547,circle,,9.9,newsites,false,2.5819888974716112,1,up,Nicopolis (Pontus),0,10000,0,orbcities
34.252,31.289,1059,9.9,359,178.530004389813428,-74.24042778382518293,circle,,9.9,newsites,false,2.5819888974716112,1,up,Raphia,0,10000,0,orbcities
-0.872,41.646,1060,9.9,214,-196.479121921239511,36.33836509863623832,circle,,9.9,newsites,false,2.3094010767585029,1,up,Caesaraugusta,0,8000,0,orbcities
29.924,40.77,1061,9.9,246,132.321158624119363,26.98555805363904270,circle,,9.9,newsites,false,2.5819888974716112,1,up,Nicomedia,0,10000,0,orbcities
-2.262,51.867,1062,9.9,194,-211.319763236931465,145.46512401064143205,circle,,9.9,newsites,false,2.1602468994692869,1,up,Glevum,0,7000,0,orbcities
-0.63,45.749,1063,9.9,319,-193.895355591457161,80.14494878085497476,circle,,9.9,newsites,false,2.3094010767585029,1,up,Mediolanum (Gaul),0,8000,0,orbcities
34.65,31.8,1064,9.9,258,182.779339097471933,-68.78462367424347690,circle,,9.9,newsites,false,2.5819888974716112,1,up,Azotus Paralios,0,10000,0,orbcities
12.466,42.411,1065,9.9,334,-54.073025612822946,44.50605618245231199,circle,,9.9,newsites,false,3.1622776601683795,1,up,Ocriculum,0,15000,0,orbcities
35.077,32.926,1066,9.9,243,187.338298695889534,-56.76263653649589003,circle,,9.9,newsites,false,2.5819888974716112,1,up,Ake-Ptolemais,0,10000,0,orbcities
28.855,28.338,1067,9.9,304,120.907744547518888,-105.74742959865029945,circle,,9.9,newsites,false,3.0550504633038935,1,up,Oasis Parva,0,14000,0,orbcities
9.11,39.215,1068,9.9,51,-89.904099177903618,10.38325787673188216,circle,,9.9,newsites,false,2.0000000000000000,1,up,Caralis,Caralis,6000,0,orbcities
35.82,40.648,1069,9.9,128,195.271101931543598,25.68299816837687644,circle,,9.9,newsites,false,2.5819888974716112,1,up,Amaseia,0,10000,0,orbcities
14.242,41.085,1070,9.9,220,-35.111170233924454,30.34872497050445972,circle,,9.9,newsites,false,4.4721359549995796,1,up,Capua,Capua,30000,0,orbcities
12.437,37.798,1071,9.9,96,-54.382650503581985,-4.74565488897710885,circle,,9.9,newsites,false,2.3094010767585029,1,up,Lilybaeum,0,8000,0,orbcities
9.187,45.463,1072,9.9,157,-89.081991709336506,77.09140675474856153,circle,,9.9,newsites,false,4.4721359549995796,1,up,Mediolanum,Mediolanum,30000,0,orbcities
28.768,44.552,1073,9.9,198,119.978869875241770,67.36491449676627497,circle,,9.9,newsites,false,2.3094010767585029,1,up,Histria,0,8000,0,orbcities
14.23,41.593,1074,9.9,14,-35.239290878376480,35.77249891897319145,circle,,9.9,newsites,false,3.1622776601683795,1,up,Aesernia,0,15000,0,orbcities
27.24,37.08,1075,9.9,25,103.664841148351613,-12.41154011535614643,circle,,9.9,newsites,false,2.5819888974716112,1,up,Myndos,0,10000,0,orbcities
36.484,32.517,1076,9.9,251,202.360444257888531,-61.12941516823545385,circle,,9.9,newsites,false,2.5819888974716112,1,up,Bostra,Bosra,10000,0,orbcities
20.079,32.135,1077,9.9,104,27.208846571610671,-65.20792234995803938,circle,,9.9,newsites,false,2.5819888974716112,1,up,Euesperides,Berenice,10000,0,orbcities
8.742,36.564,1078,9.9,286,-93.833132274432117,-17.92072782679284515,circle,,9.9,newsites,false,2.5819888974716112,1,up,Bulla Regia,Simitthus,10000,0,orbcities
31.804,26.477,1079,9.9,120,152.393392921601986,-125.61680620908389017,circle,,9.9,newsites,false,9.1287092917527684,1,up,Ptolemais Hermiou,Ptolemais,125000,0,orbcities
22.966,40.635,1080,9.9,222,58.032538282691696,25.54420080355380307,circle,,9.9,newsites,false,4.4721359549995796,1,up,Thessalonica,Thessalonica,30000,0,orbcities
31.517,30.582,1081,9.9,51,149.329174175124592,-81.78886908612317086,circle,,9.9,newsites,false,4.1553178779326458,1,up,Boubastis,Bubastis,25900,0,orbcities
22.442,38.902,1082,9.9,203,52.437936808286956,7.04144440060842047,circle,,9.9,newsites,false,2.5819888974716112,1,up,Lamia,0,10000,0,orbcities
9.698,45.051,1083,9.9,121,-83.626187599754786,72.69259796189599854,circle,,9.9,newsites,false,3.1622776601683795,1,up,Placentia,0,15000,0,orbcities
32.568,29.958,1084,9.9,99,160.550407285047044,-88.45114259762806341,circle,,9.9,newsites,false,5.4772255750516612,1,up,Clysma,Arsinoe,45000,0,orbcities
-1.113,53.954,1085,9.9,132,-199.052211530650851,167.74743942492136739,circle,,9.9,newsites,false,2.1602468994692869,1,up,Eburacum,0,7000,0,orbcities
34.888,31.62,1086,9.9,55,185.320398545770274,-70.70643334102372535,circle,,9.9,newsites,false,2.5819888974716112,1,up,Eleutheropolis,0,10000,0,orbcities
37.152,36.219,1087,9.9,209,209.492493465717445,-21.60419635478831424,circle,,9.9,newsites,false,2.5819888974716112,1,up,Beroia,0,10000,0,orbcities
11.985,42.644,1088,9.9,209,-59.208528111274617,46.99373202889560019,circle,,9.9,newsites,false,3.1622776601683795,1,up,Volsinii,0,15000,0,orbcities
18.145,47.737,1089,9.9,47,6.560069374093965,101.37026887840573863,circle,,9.9,newsites,false,2.0000000000000000,1,up,Brigetio,Brigetio,6000,0,orbcities
25.235,39.932,1090,9.9,209,82.258016804493835,18.03846638273986613,circle,,9.9,newsites,false,2.5819888974716112,1,up,Hephaistia,0,10000,0,orbcities
30.547,36.52,1091,9.9,121,138.972755415253260,-18.39050352311687320,circle,,9.9,newsites,false,2.5819888974716112,1,up,Phaselis,0,10000,0,orbcities
8.459,35.573,1092,9.9,63,-96.854644139425531,-28.50135771445522437,circle,,9.9,newsites,false,2.5819888974716112,1,up,Ammaedara,Ammaedara,10000,0,orbcities
6.262,35.489,1093,9.9,303,-120.311398794515569,-29.39820222561937513,circle,,9.9,newsites,false,2.5819888974716112,1,up,Lambaesis,Lambaesis (viC),10000,0,orbcities
19.609,44.965,1094,9.9,183,22.190787997240026,71.77440000998988978,circle,,9.9,newsites,false,2.4494897427831779,1,up,Sirmium,Sirmium,9000,0,orbcities
10.92,33.68,1095,9.9,325,-70.579235306391098,-48.71238937676086778,circle,,9.9,newsites,false,2.5819888974716112,1,up,Meninge,Meninx,10000,0,orbcities
20.469,44.818,1096,9.9,223,31.372767516301220,70.20492211545263217,circle,,9.9,newsites,false,1.8257418583505538,1,up,Singidunum,0,5000,0,orbcities
16.373,48.21,1097,9.9,354,-12.359079123320486,106.42035761388937942,circle,,9.9,newsites,false,3.1622776601683795,1,up,Vindobona,Vindobona,15000,0,orbcities
25.09,31.75,1098,9.9,82,80.709892350698638,-69.31845969279355302,circle,,9.9,newsites,false,3.0550504633038935,1,up,Petras Megas,0,14000,0,orbcities
13.582,37.309,1099,9.9,1,-42.157805678785380,-9.96657115039683639,circle,,9.9,newsites,false,5.7735026918962582,1,up,Agrigentum,Akragas,50000,0,orbcities
13.83,41.492,1100,9.9,55,-39.509979026777039,34.69415016150198738,circle,,9.9,newsites,false,3.1622776601683795,1,up,Casinum,0,15000,0,orbcities
35.502,38.721,1101,9.9,339,191.875904853565174,5.10895801345712020,circle,,9.9,newsites,false,2.5819888974716112,1,up,Caesarea (Cappadocia),0,10000,0,orbcities
36.968,41.215,1102,9.9,310,207.527976917453230,31.73669861873466758,circle,,9.9,newsites,false,2.5819888974716112,1,up,Themiskyra,0,10000,0,orbcities
16.621,47.234,1103,9.9,238,-9.711252471312168,95.99987853179203512,circle,,9.9,newsites,false,2.5819888974716112,1,up,Savaria,Savaria,10000,0,orbcities
12.797,41.963,1104,9.9,151,-50.539031170021474,39.72288545624368084,circle,,9.9,newsites,false,3.1622776601683795,1,up,Tibur,0,15000,0,orbcities
23.318,38.321,1105,9.9,108,61.790743853284191,0.83826986505657830,circle,,9.9,newsites,false,2.5819888974716112,1,up,Thebae,0,10000,0,orbcities
5.727,36.322,1106,9.9,339,-126.023444193001325,-20.50449415657515573,circle,,9.9,newsites,false,2.5819888974716112,1,up,Cuicul,Cuicul,10000,0,orbcities
29.156,40.432,1107,9.9,317,124.121437379190297,23.37682656824056338,circle,,9.9,newsites,false,2.5819888974716112,1,up,Prusias,0,10000,0,orbcities
23.721,37.974,1108,9.9,335,66.093462162797735,-2.86655210368091895,circle,,9.9,newsites,false,7.7459666924148340,1,up,Athenae,Athens,90000,0,orbcities
10.7,34.67,1109,9.9,343,-72.928113788011402,-38.14243620946946578,circle,,9.9,newsites,false,2.5819888974716112,1,up,Thaenae,Thaenae,10000,0,orbcities
25.333,36.717,1110,9.9,144,83.304335400851969,-16.28718961002964605,circle,,9.9,newsites,false,2.5819888974716112,1,up,Ios,0,10000,0,orbcities
-5.558,34.085,1111,9.9,206,-246.510233579752054,-44.38831762650529100,circle,,9.9,newsites,false,2.5819888974716112,1,up,Volubilis,Volubilis,10000,0,orbcities
7.427677,36.4643305,1112,9.9,317,-107.865791422607799,-18.98487120781034321,circle,,9.9,newsites,false,2.5819888974716112,1,up,Calama,0,10000,0,wilcities
-9.490833769281309,33.09914,1113,9.9,329,-288.500000000000000,-54.91406917146074562,circle,,9.9,newsites,false,4.0824829046386304,1,up,Seleucia on Tigris,0,25000,0,wilcities
22.718116,37.728203,1114,9.9,24,55.385950130246357,-5.49085794071190580,circle,,9.9,newsites,false,2.5819888974716112,1,up,Argos,0,10000,0,wilcities
0.5,44.5,1115,9.9,327,-181.830661572225608,66.80972503747420888,circle,,9.9,newsites,false,1.8257418583505538,1,up,Turones,0,5000,0,wilcities
31.5168555,30.9356335,1116,9.9,251,149.327631389030955,-78.01322309280463685,circle,,9.9,newsites,false,3.7735924528226414,1,up,Thmuis,0,21360,0,wilcities
31.1701745,36.939091,1117,9.9,45,145.626215294091878,-13.91598610611358744,circle,,9.9,newsites,false,2.0000000000000000,1,up,Aspendus/Primoupolis,0,6000,0,wilcities
24.946943,35.062107,1118,9.9,212,79.182512764584303,-33.95601941495726805,circle,,9.9,newsites,false,3.8729833462074170,1,up,Gortyn,0,22500,0,wilcities
31.18425,30.4707015,1119,9.9,261,145.776495471673854,-82.97717204833507765,circle,,9.9,newsites,false,4.8407988321488151,1,up,Athribis,0,35150,0,wilcities
24.01869,35.515775,1120,9.9,71,69.271815050041127,-29.11233303768580427,circle,,9.9,newsites,false,2.9154759474226504,1,up,Kydonia,0,12750,0,wilcities
6.1344055,35.7366345,1121,9.9,42,-121.673689591893321,-26.75427791490658791,circle,,9.9,newsites,false,2.5819888974716112,1,up,Diana Veteran.,0,10000,0,wilcities
3.284003,48.198029,1122,9.9,178,-152.106640029196626,106.29254659432810115,circle,,9.9,newsites,false,2.3094010767585029,1,up,Senones,0,8000,0,wilcities
26.77774005,38.36785825,1123,9.9,169,98.729420923488533,1.33856229738105070,circle,,9.9,newsites,false,3.4205262752974139,1,up,Clazomenae,0,17550,0,wilcities
15.562997,46.767482,1124,9.9,286,-21.007254653992746,91.01899629775319056,circle,,9.9,newsites,false,2.1602468994692869,1,up,Flavia Solva,0,7000,0,wilcities
10.874928,35.6745935,1125,9.9,224,-71.060456446952855,-27.41667232344389404,circle,,9.9,newsites,false,2.5819888974716112,1,up,Leptiminus,0,10000,0,wilcities
3.217941,43.3416765,1126,9.9,243,-152.811965530345702,54.44262892881455684,circle,,9.9,newsites,false,2.3094010767585029,1,up,Baeterrae,0,8000,0,wilcities
7.655351,36.193186,1127,9.9,327,-105.434979788860417,-21.87980521444538695,circle,,9.9,newsites,false,2.5819888974716112,1,up,Thubursicu Num.,0,10000,0,wilcities
3.049726,36.766025,1128,9.9,167,-154.607950047553715,-15.76376339384129999,circle,,9.9,newsites,false,2.5819888974716112,1,up,Icosium,0,10000,0,wilcities
10.172291,36.607458,1129,9.9,255,-78.562315218272175,-17.45673891290985580,circle,,9.9,newsites,false,2.5819888974716112,1,up,Uthina,0,10000,0,wilcities
9.904448,36.40112,1130,9.9,331,-81.422000032602298,-19.65975204082156580,circle,,9.9,newsites,false,2.5819888974716112,1,up,Thuburbo Maius,0,10000,0,wilcities
11.042848,35.622554,1131,9.9,228,-69.267621562254320,-27.97228351319061446,circle,,9.9,newsites,false,2.5819888974716112,1,up,Thapsus,0,10000,0,wilcities
24.149388,35.466552,1132,9.9,66,70.667241049090265,-29.63787324450758121,circle,,9.9,newsites,false,1.8708286933869707,1,up,Aptera,0,5250,0,wilcities
30.695398,37.4958065,1133,9.9,147,140.557159364869108,-7.97209038641133283,circle,,9.9,newsites,false,1.9748417658131499,1,up,Cremna/Col. Iulia Augusta Felix,0,5850,0,wilcities
8.8174835,35.1675925,1134,9.9,113,-93.027216052307651,-32.82978022826199549,circle,,9.9,newsites,false,2.5819888974716112,1,up,Cillium,0,10000,0,wilcities
31.299944,39.027274,1135,9.9,82,147.011727958276509,8.37895986836522155,circle,,9.9,newsites,false,2.5099800796022267,1,up,Amorium,0,9450,0,wilcities
2.440944,36.593951,1136,9.9,276,-161.107745228452671,-17.60094937496101508,circle,,9.9,newsites,false,2.5819888974716112,1,up,Tipasa,0,10000,0,wilcities
10.061305,37.055611,1137,9.9,125,-79.747281705368124,-12.67193464848449302,circle,,9.9,newsites,false,2.5819888974716112,1,up,Utica (88 ha),0,10000,0,wilcities
32.8877,34.6642,1138,9.9,17,163.963754787656228,-38.20436118762128075,circle,,9.9,newsites,false,2.5819888974716112,1,up,Kourion,0,10000,0,wilcities
32.099207,30.553048,1139,9.9,27,155.545235512164197,-82.09798149430440617,circle,,9.9,newsites,false,2.2211108331943574,1,up,Heroonpolis,0,7400,0,wilcities
33.9214625,36.379274,1140,9.9,30,175.000947930183486,-19.89299567404642488,circle,,9.9,newsites,false,2.0736441353327719,1,up,Seleucia ad Calycadnum/Tracheia,0,6450,0,wilcities
10.675031,33.536125,1141,9.9,348,-73.194700818954928,-50.24850252013870744,circle,,9.9,newsites,false,2.5819888974716112,1,up,Gigthis,0,10000,0,wilcities
8.831793,35.94384,1142,9.9,36,-92.874437522158800,-24.54200273207305472,circle,,9.9,newsites,false,2.5819888974716112,1,up,Althiburos,0,10000,0,wilcities
23.323961,45.669615,1143,9.9,96,61.854387783415717,79.29737733420300572,circle,,9.9,newsites,false,3.1622776601683795,1,up,Sarmizegetusa,0,15000,0,wilcities
31.875853,30.9762675,1144,9.9,77,153.160547310419560,-77.57938523724939728,circle,,9.9,newsites,false,4.6722585544894661,1,up,Tanis,0,32745,0,wilcities
31.1258615,37.223956,1145,9.9,340,145.153097784291646,-10.87456215762824030,circle,,9.9,newsites,false,2.4289915602982237,1,up,Selge,0,8850,0,wilcities
4.071226,45.591982,1146,9.9,95,-143.701680188575779,78.46851150164106059,circle,,9.9,newsites,false,2.3094010767585029,1,up,Aquae Sextiae,0,8000,0,wilcities
22.2008085,40.520926,1147,9.9,88,49.862802606924582,24.32626460395223944,circle,,9.9,newsites,false,3.1622776601683795,1,up,Beroea,0,15000,0,wilcities
24.8141725,35.0511785,1148,9.9,8,77.764959262566265,-34.07269995353173897,circle,,9.9,newsites,false,2.2730302828309759,1,up,Phaistos,0,7750,0,wilcities
20.565847,32.537142,1149,9.9,36,32.406775854071597,-60.91436466652274362,circle,,9.9,newsites,false,2.0000000000000000,1,up,Tocra,0,6000,0,wilcities
8.933123,35.283657,1150,9.9,197,-91.792565446965227,-31.59059201676190298,circle,,9.9,newsites,false,2.5819888974716112,1,up,Ksar el-Guell.,0,10000,0,wilcities
14.258722,37.063029,1151,9.9,320,-34.932634115880575,-12.59273473677239075,circle,,9.9,newsites,false,4.4721359549995796,1,up,Gela,0,30000,0,wilcities
11.0400653,35.3947171,1152,9.9,206,-69.297331672030694,-30.40483438468642063,circle,,9.9,newsites,false,2.5819888974716112,1,up,Sullecthum,0,10000,0,wilcities
21.4124805,42.0084425,1153,9.9,110,41.446044990293792,40.20806232170291139,circle,,9.9,newsites,false,2.1602468994692869,1,up,Scupi,0,7000,0,wilcities
31.326702,26.937588,1154,9.9,219,147.297415641963767,-120.69923692684508865,circle,,9.9,newsites,false,2.2565460332109337,1,up,Apollonopolis Heptacomias,0,7638,0,wilcities
33.632745,34.920211,1155,9.9,348,171.918391916468920,-35.47100332872083328,circle,,9.9,newsites,false,2.5819888974716112,1,up,Kition,0,10000,0,wilcities
